markerid	chr	pos	lod
chr1_958959	1	7.065177049	0.456100608
chr1_958967	1	9.298353167	0.430345034
chr1_958977	1	10.02047955	0.425098723
chr1_1135021	1	10.02522819	0.3506193
chr1_1132900	1	10.02915249	0.240839326
chr1_1132973	1	10.02915349	0.240816634
chr1_1135192	1	10.02997883	0.223381713
chr1_1132021	1	10.03402387	0.22464721
chr1_1145504	1	10.03402487	0.224647548
chr1_1142624	1	10.03402587	0.224647643
chr1_1177136	1	10.10409658	0.20395307
chr1_1177140	1	10.10409758	0.203953022
chr1_1177125	1	10.10654355	0.251813625
chr1_1177123	1	10.1089888	0.301821323
chr1_1180971	1	10.26495826	0.531046039
chr1_1181025	1	10.27009355	0.498805521
chr1_1181046	1	10.27269835	0.474334365
chr1_1244462	1	10.45342222	0.656037908
chr1_1244422	1	10.45342322	0.656039832
chr1_1244421	1	10.45342422	0.656041944
chr1_1284722	1	10.45342522	0.656043868
chr1_1285191	1	10.45342622	0.656045792
chr1_1255932	1	10.79219485	0.889487266
chr1_1256580	1	10.79219585	0.889485981
chr1_1278796	1	10.79219685	0.8894856
chr1_1304905	1	10.79219785	0.889484314
chr1_1313455	1	11.02764389	0.465846672
chr1_1313456	1	11.02764489	0.465846683
chr1_1331402	1	13.26082173	0.530766045
chr1_1369371	1	13.63516745	0.336429893
chr1_1635843	1	13.63516845	0.33642973
chr1_1635855	1	13.63516945	0.336429567
chr1_1395616	1	13.63517045	0.336429404
chr1_1635907	1	13.63517145	0.336429241
chr1_1635826	1	13.63517245	0.336429364
chr1_1660222	1	13.86165074	0.516767013
chr1_1662534	1	14.09908323	0.44758809
chr1_1707616	1	14.18462868	0.428723195
chr1_1721187	1	14.49622811	0.421248825
chr1_1721125	1	14.49622911	0.421248825
chr1_1719521	1	14.49623011	0.421248825
chr1_1806549	1	14.84080355	0.37921827
chr1_1798657	1	14.84080455	0.37921827
chr1_1798645	1	14.84080555	0.379218279
chr1_1809002	1	14.84080655	0.379218289
chr1_1806494	1	14.84080755	0.379218289
chr1_1798651	1	14.84080855	0.379218197
chr1_1796011	1	14.84666397	0.384229357
chr1_1830287	1	15.02421125	0.527235235
chr1_1847137	1	15.61712225	0.527245415
chr1_1880094	1	16.08012505	0.465801371
chr1_1884776	1	17.03765479	0.351356926
chr1_1885454	1	17.53319178	0.401638706
chr1_1885447	1	17.53319278	0.40163788
chr1_1885449	1	17.53319378	0.401636967
chr1_1885460	1	17.53319478	0.400453615
chr1_1885451	1	17.53319578	0.400452706
chr1_1891471	1	17.55335807	0.386573224
chr1_1889638	1	17.55764315	0.38790411
chr1_1893308	1	17.64506222	0.477257982
chr1_1893288	1	17.64506322	0.477257947
chr1_1893295	1	17.64506422	0.476202584
chr1_1893309	1	17.64506522	0.476202427
chr1_1893299	1	17.64506622	0.47329741
chr1_1949655	1	17.79744656	0.615996703
chr1_1949645	1	17.79744756	0.615997286
chr1_1949651	1	17.79744856	0.615997868
chr1_2021289	1	17.79744956	0.61599845
chr1_1992303	1	17.79745056	0.615999033
chr1_2021258	1	17.79745156	0.615999615
chr1_1949657	1	17.79745256	0.616000197
chr1_1938355	1	17.79745356	0.616000779
chr1_2021220	1	17.79745456	0.616001362
chr1_2021221	1	17.79745556	0.616001944
chr1_1949915	1	18.05338631	0.575657207
chr1_1949929	1	18.05338731	0.575657204
chr1_1949926	1	18.05338831	0.575657204
chr1_2003591	1	18.06069403	0.575657279
chr1_2014564	1	18.06069503	0.575657279
chr1_2022328	1	18.26188133	0.5756592
chr1_2022333	1	19.36076578	0.732136453
chr1_2049926	1	19.62291675	0.736351457
chr1_2049929	1	19.62291775	0.73635028
chr1_2049928	1	19.62291875	0.736349103
chr1_2049915	1	19.62291975	0.736347926
chr1_2049918	1	19.62292075	0.736346749
chr1_2049920	1	19.62292175	0.736345572
chr1_2059836	1	19.77942448	0.522711818
chr1_2060468	1	19.98053747	0.522707521
chr1_2073848	1	21.74831713	0.408681433
chr1_2084180	1	21.97348094	0.40866764
chr1_2078908	1	21.99293892	0.408665985
chr1_2102457	1	21.99293992	0.408665985
chr1_2076595	1	21.99294092	0.408665985
chr1_2112166	1	21.99294192	0.408665984
chr1_2112179	1	21.99828635	0.289161244
chr1_2112189	1	21.99828735	0.266540973
chr1_2112225	1	21.99828835	0.249192773
chr1_2112235	1	21.99828935	0.249191803
chr1_2112172	1	21.99829035	0.249191928
chr1_2122023	1	22.29534214	0.286301838
chr1_2131530	1	23.69384093	0.252367303
chr1_2131557	1	23.69384193	0.252367303
chr1_2334240	1	24.38596462	0.559378527
chr1_2447958	1	24.38596562	0.559345839
chr1_2281144	1	24.38596662	0.559347563
chr1_2447781	1	24.38596762	0.559349291
chr1_2447694	1	24.40623916	0.55829791
chr1_2449024	1	24.40624016	0.560379002
chr1_2449102	1	24.46917431	0.777232867
chr1_2449516	1	24.51055221	0.678217538
chr1_2454458	1	24.53068862	0.696126048
chr1_2455938	1	24.53068962	0.696126916
chr1_2455941	1	24.53069062	0.696127783
chr1_2857087	1	24.55069481	0.717692121
chr1_2524431	1	24.55069581	0.717692817
chr1_2474973	1	24.55069681	0.717753473
chr1_2483832	1	24.55069781	0.717754169
chr1_2857063	1	24.55069881	0.71775486
chr1_2857078	1	24.55069981	0.717755552
chr1_2465334	1	24.55070081	0.717756244
chr1_2456482	1	24.55070181	0.717756664
chr1_2857080	1	24.55070281	0.713671226
chr1_2858116	1	24.55070381	0.713671647
chr1_2512987	1	24.55070481	0.713672344
chr1_2527647	1	24.55070581	0.713672765
chr1_2857052	1	24.55070681	0.713673462
chr1_2519411	1	24.96123979	0.765295155
chr1_2864848	1	25.02653339	0.753295242
chr1_2882425	1	25.11194804	0.75329455
chr1_2894976	1	25.11558272	0.753294545
chr1_2924376	1	25.11558372	0.753294546
chr1_2944709	1	25.1971038	0.875462375
chr1_2944712	1	25.1971048	0.875463932
chr1_2944430	1	25.1971058	0.875465503
chr1_2944741	1	25.1971068	0.875467075
chr1_2944740	1	25.1971078	0.875468646
chr1_2921453	1	25.1971088	0.875470218
chr1_2944716	1	25.1971098	0.875471789
chr1_2924057	1	25.1971108	0.87547336
chr1_2923992	1	25.1971118	0.875475215
chr1_2961619	1	25.40028455	0.894932049
chr1_2974408	1	25.55813912	0.880357325
chr1_2974412	1	25.81635457	1.027637464
chr1_2982282	1	26.01250576	1.00358074
chr1_2978297	1	26.07827153	0.751454197
chr1_2979699	1	26.08381073	0.728057299
chr1_3033322	1	26.0894261	0.704288935
chr1_3033316	1	26.0894271	0.704284689
chr1_3033687	1	26.25009964	0.152569901
chr1_3033792	1	26.40081623	0.143828226
chr1_3033793	1	26.40081723	0.143828165
chr1_3034111	1	26.48856976	0.116286364
chr1_3034113	1	26.48857076	0.116287044
chr1_3034385	1	26.56940882	0.384163802
chr1_3034392	1	26.57457573	0.33657432
chr1_3034404	1	26.57981307	0.150211736
chr1_3038829	1	26.57981407	0.151996357
chr1_3053678	1	26.74991074	0.103028313
chr1_3110555	1	28.98308686	0.076986244
chr1_3164596	1	29.52361789	0.140558203
chr1_3168063	1	29.71296815	0.260260829
chr1_3168072	1	30.19169507	0.468226383
chr1_3168065	1	30.19169607	0.468226383
chr1_3168079	1	30.77003715	0.239683894
chr1_3168088	1	30.77513507	0.380191763
chr1_3200154	1	31.00031972	0.453534426
chr1_3232611	1	31.3589097	0.579090251
chr1_3257327	1	31.55364651	0.381795295
chr1_3257475	1	31.55364751	0.381794766
chr1_3336020	1	31.87619036	0.561081386
chr1_3396687	1	31.87619136	0.561081106
chr1_3339433	1	31.87619236	0.561080827
chr1_3334695	1	31.87619336	0.561080547
chr1_3339438	1	31.87619436	0.561080267
chr1_3442099	1	31.87619536	0.561079986
chr1_3252042	1	31.87619636	0.561079706
chr1_3425149	1	31.87619736	0.561079428
chr1_3396715	1	31.87619836	0.561079149
chr1_3339501	1	31.87619936	0.561078869
chr1_3340346	1	31.87620036	0.561078589
chr1_3396556	1	31.87620136	0.56107831
chr1_3426383	1	31.87620236	0.56107803
chr1_3335391	1	31.87620336	0.56107775
chr1_3249436	1	31.87620436	0.56107747
chr1_3338346	1	31.87620536	0.561077191
chr1_3336024	1	31.87620636	0.561076911
chr1_3257421	1	31.87620736	0.561076579
chr1_3251977	1	31.87620836	0.560321371
chr1_3401375	1	32.0287885	0.367718774
chr1_3449685	1	32.10723477	0.354054933
chr1_3530270	1	32.21824541	0.354055862
chr1_3530331	1	32.22391397	0.355223081
chr1_3531077	1	32.22391497	0.355223288
chr1_3524433	1	32.22391597	0.355223494
chr1_3460547	1	32.22391697	0.3552237
chr1_3523883	1	32.22391797	0.355223906
chr1_3474342	1	32.22391897	0.355224112
chr1_3532022	1	32.96595726	0.439471398
chr1_3532028	1	35.19913338	0.359611669
chr1_3534765	1	35.93275658	0.354753293
chr1_3550384	1	35.95966158	0.354833443
chr1_3550398	1	35.95966258	0.354833443
chr1_3550408	1	36.10417619	0.354833444
chr1_3566894	1	36.17022585	0.354833445
chr1_3571832	1	36.17022685	0.354833445
chr1_3635406	1	36.17022785	0.354833445
chr1_3696132	1	36.17022885	0.354833445
chr1_3606717	1	36.44375158	0.249665753
chr1_3749604	1	36.44375258	0.249665411
chr1_3714440	1	36.44375358	0.249665069
chr1_3750003	1	36.44375458	0.249664726
chr1_3749516	1	36.44375558	0.249664384
chr1_3606769	1	36.44375658	0.249664041
chr1_3606738	1	36.44375758	0.249663699
chr1_3752778	1	36.44375858	0.249663356
chr1_3749944	1	36.44375958	0.249663014
chr1_3751883	1	36.44376058	0.249662671
chr1_3749546	1	36.44376158	0.249662329
chr1_3752207	1	36.44376258	0.249661987
chr1_3892903	1	37.50401409	0.094644047
chr1_3940926	1	37.79817604	0.259452605
chr1_3940859	1	37.79817704	0.259453304
chr1_3935540	1	37.79817804	0.259453597
chr1_3940034	1	37.91122903	0.363497209
chr1_3925522	1	37.91123003	0.363497953
chr1_3958111	1	37.91123103	0.363499021
chr1_3925512	1	37.91123203	0.363499764
chr1_3946430	1	37.91123303	0.363500508
chr1_3963276	1	37.93929296	0.403604392
chr1_3978725	1	38.06207279	0.424938981
chr1_4071481	1	38.19787809	0.54317857
chr1_4083011	1	38.19787909	0.546384961
chr1_4046249	1	38.19788009	0.546383455
chr1_4071467	1	38.19788109	0.546381742
chr1_4083112	1	38.19788209	0.546404185
chr1_4071466	1	38.19788309	0.546402472
chr1_4071486	1	38.19788409	0.546400033
chr1_4071452	1	38.19788509	0.54639832
chr1_4071520	1	38.19788609	0.546396604
chr1_4082962	1	38.2077338	0.5132349
chr1_4214537	1	38.22197269	0.5046112
chr1_4214525	1	38.22197369	0.504612446
chr1_4214531	1	38.22197469	0.504613692
chr1_4222495	1	38.29796233	0.593647228
chr1_4288536	1	38.35796784	0.59364937
chr1_4409687	1	38.3696403	0.593646027
chr1_4440522	1	38.41994499	0.306029646
chr1_4255083	1	38.41994599	0.306022694
chr1_4315068	1	38.41994699	0.306015742
chr1_4409804	1	38.41994799	0.306008789
chr1_4248309	1	38.41994899	0.306001837
chr1_4409803	1	38.41994999	0.305994885
chr1_4430234	1	38.41995099	0.305987932
chr1_4247156	1	38.41995199	0.30598098
chr1_4440525	1	38.51736653	0.20929427
chr1_4440523	1	38.51736753	0.209294277
chr1_4440698	1	38.64484254	0.120867853
chr1_4440729	1	38.77727361	0.131823155
chr1_4481664	1	38.84577686	0.77492888
chr1_4480322	1	38.85056934	0.82976462
chr1_4480332	1	38.85057034	0.829773623
chr1_4483497	1	38.86739218	0.917543674
chr1_4483508	1	38.87238302	1.303645392
chr1_4483557	1	38.87238402	1.303695013
chr1_4492709	1	38.94171807	0.965342728
chr1_4519620	1	39.01141721	1.106120262
chr1_4519475	1	39.01141821	1.106115993
chr1_4519487	1	39.01141921	1.106110281
chr1_4519528	1	39.01142021	1.084702635
chr1_4606670	1	39.01598559	1.016401302
chr1_4767200	1	39.01598659	1.016391369
chr1_4606641	1	39.01598759	1.016423201
chr1_4612198	1	39.01598859	1.016413271
chr1_4887973	1	39.03528127	2.161453067
chr1_4960545	1	39.04924274	2.604415407
chr1_4960518	1	39.04924374	2.60444601
chr1_4925891	1	39.05767061	2.677676319
chr1_4982721	1	39.09687017	2.877460015
chr1_4983476	1	39.17036326	3.375491614
chr1_4983477	1	39.17286025	4.298764667
chr1_5090074	1	39.17286125	4.298950512
chr1_5127260	1	39.21723463	3.918149736
chr1_5129221	1	39.21723563	3.208605287
chr1_5091506	1	39.21723663	3.208556663
chr1_5131645	1	39.21723763	3.208558125
chr1_5097318	1	39.21723863	3.208559547
chr1_5099298	1	39.21723963	3.207787144
chr1_5305284	1	39.21724063	3.207788399
chr1_5410204	1	39.28628002	2.702501799
chr1_5313967	1	39.28628102	2.702486819
chr1_5509657	1	39.28628202	2.70247184
chr1_5358180	1	39.28628302	2.70245686
chr1_5533830	1	39.28628402	2.70244188
chr1_5358025	1	39.28628502	2.702426899
chr1_5437626	1	39.28628602	2.702411919
chr1_5509670	1	39.28628702	2.702396938
chr1_5358544	1	39.28628802	2.702381957
chr1_5437642	1	39.28628902	2.702366975
chr1_5437639	1	39.28629002	2.702351994
chr1_5437627	1	39.28629102	2.702337012
chr1_5471771	1	39.46823953	0.264261882
chr1_5535892	1	39.57691516	0.264244189
chr1_5568396	1	39.74043586	0.080887956
chr1_5647569	1	39.74043686	0.080887142
chr1_5558264	1	39.75371989	0.070506959
chr1_5595770	1	39.75849224	0.070506721
chr1_5675070	1	39.92603399	0.07050672
chr1_5692682	1	40.01386701	0.070506721
chr1_5692694	1	40.10169931	0.07050592
chr1_5692697	1	40.26202186	0.033248312
chr1_5693604	1	40.29595417	0.166870166
chr1_5694029	1	40.29595517	0.162122899
chr1_5692698	1	40.29595617	0.186054633
chr1_5693713	1	40.29595717	0.213301805
chr1_5693579	1	40.29595817	0.213310405
chr1_5693693	1	40.29595917	0.242596325
chr1_5694045	1	40.29596017	0.242611996
chr1_5694157	1	40.29596117	0.358534709
chr1_5692773	1	40.29596217	0.358551305
chr1_5693995	1	40.29596317	0.358559481
chr1_5694059	1	40.29596417	0.358559236
chr1_5693587	1	40.29596517	0.242649377
chr1_5692973	1	40.29596617	0.242649744
chr1_5792168	1	40.30130125	0.409642911
chr1_5694913	1	40.30130225	0.409674718
chr1_5694274	1	40.36296721	0.785057333
chr1_5873277	1	40.46105588	0.629838849
chr1_5873281	1	40.46601294	0.631411391
chr1_5877478	1	42.69918905	0.799584742
chr1_5877467	1	42.69919005	0.799585207
chr1_5877457	1	42.69919105	0.799585673
chr1_5894676	1	43.33093408	1.069937903
chr1_5887568	1	43.33093508	1.069937991
chr1_5887561	1	43.33093608	1.06993808
chr1_5920192	1	43.36193687	1.072529756
chr1_5953842	1	43.45229464	0.947971895
chr1_5953302	1	43.45229564	0.94797112
chr1_5953846	1	43.62313687	0.933693523
chr1_5954041	1	43.77774298	0.927758089
chr1_5954774	1	43.78273526	0.928212776
chr1_5954828	1	43.78532137	1.010973869
chr1_5955169	1	43.78532237	1.010925664
chr1_5955380	1	43.78794657	1.020054532
chr1_5989749	1	43.82758309	0.955741951
chr1_5995003	1	43.82758409	0.955745709
chr1_5989723	1	43.82758509	0.955749467
chr1_5995743	1	43.82758609	0.955753226
chr1_5989710	1	43.82758709	0.955756985
chr1_6004300	1	43.82758809	0.955760744
chr1_5995170	1	43.82758909	0.955764504
chr1_5992014	1	43.82759009	0.955768264
chr1_5991716	1	43.82759109	0.955772024
chr1_6004206	1	43.82759209	0.955775785
chr1_6004163	1	43.82759309	0.955779545
chr1_5989894	1	43.91298402	0.558234905
chr1_5989897	1	43.91298502	0.558207035
chr1_6013527	1	43.91298602	0.558179165
chr1_6009043	1	43.91298702	0.558151297
chr1_5998089	1	43.91298802	0.558123429
chr1_6008983	1	43.91298902	0.558095563
chr1_6007980	1	43.91299002	0.558067697
chr1_5998168	1	43.91299102	0.558039832
chr1_6009005	1	43.91299202	0.558011969
chr1_6013434	1	43.91299302	0.557984106
chr1_5995448	1	43.91299402	0.557956244
chr1_5989900	1	43.91299502	0.557928383
chr1_6008980	1	43.91299602	0.557900523
chr1_6013542	1	43.91299702	0.557872664
chr1_6009006	1	43.91299802	0.557844805
chr1_6008978	1	43.91299902	0.557816948
chr1_6013285	1	43.91300002	0.557789092
chr1_6008977	1	43.91300102	0.557761236
chr1_6008982	1	43.91300202	0.557733382
chr1_6012589	1	43.91714984	0.450511813
chr1_6022855	1	43.92545094	0.618080776
chr1_6193671	1	43.93519013	0.816594533
chr1_6184397	1	43.93519113	0.816614331
chr1_6187397	1	43.93527478	0.819032403
chr1_6091426	1	43.93527578	0.81906131
chr1_6023242	1	43.93527678	0.819090217
chr1_6024268	1	43.93527778	0.819119124
chr1_6024270	1	43.93527878	0.819148031
chr1_6212586	1	43.95011202	1.230022567
chr1_6295267	1	43.96708262	1.749128099
chr1_6226090	1	43.96708362	1.749152192
chr1_6259156	1	43.97663883	1.911865545
chr1_6262289	1	43.97663983	1.91187335
chr1_6382079	1	44.00870643	2.113931637
chr1_6654007	1	44.04896965	1.66858959
chr1_6536511	1	44.04897065	1.668580587
chr1_6536459	1	44.05259885	1.77064699
chr1_6675151	1	44.06812203	2.159196927
chr1_6675750	1	44.17821634	1.665365961
chr1_6728328	1	44.30478222	1.371468384
chr1_6728330	1	44.35403691	1.205703688
chr1_6817744	1	44.41401727	1.165127374
chr1_6971615	1	44.44851374	1.171642103
chr1_6974424	1	44.44851474	1.171640939
chr1_6974187	1	44.44851574	1.171639771
chr1_6879722	1	44.44851674	1.171627182
chr1_7021746	1	44.44851774	0.988927335
chr1_6974399	1	44.44851874	0.988916039
chr1_7005665	1	44.49928483	0.997451872
chr1_7057439	1	44.67344711	1.072959536
chr1_7081612	1	44.86743001	1.07297364
chr1_7060924	1	44.86743101	1.07297364
chr1_7219059	1	44.86743201	1.072973639
chr1_7219174	1	44.86743301	1.072973638
chr1_7213267	1	44.8789064	1.066548918
chr1_7219389	1	45.11565686	0.921932236
chr1_7219385	1	45.11565786	0.921932298
chr1_7219375	1	45.11565886	0.921932359
chr1_7219392	1	45.76190352	1.119829031
chr1_7219394	1	46.40814819	1.119835264
chr1_7232601	1	46.6478467	1.119835264
chr1_7222290	1	46.6478477	1.119835264
chr1_7221247	1	46.65020599	1.119780894
chr1_7221114	1	46.65020699	1.119780871
chr1_7232514	1	46.65020799	1.119780848
chr1_7232688	1	46.89933422	1.114210262
chr1_7282005	1	47.49179388	1.154705722
chr1_7295563	1	48.31310753	1.214957288
chr1_7301088	1	48.6437241	1.120044558
chr1_7324393	1	48.6790025	1.162626015
chr1_7329417	1	48.6790035	1.162623739
chr1_7331031	1	48.6790045	1.162621463
chr1_7329421	1	48.6790055	1.162619188
chr1_7331197	1	48.68415229	1.250350808
chr1_7331036	1	48.68415329	1.250347442
chr1_7334699	1	48.68415429	1.250344073
chr1_7331222	1	48.68415529	1.250340705
chr1_7334696	1	48.68415629	1.250337337
chr1_7331204	1	48.68415729	1.250333968
chr1_7495810	1	48.68926959	1.246892041
chr1_7521623	1	48.68927059	1.246887195
chr1_7351741	1	48.72138822	0.996512844
chr1_7307313	1	48.72138922	0.996512843
chr1_7341799	1	48.72139022	0.99651115
chr1_7371280	1	48.72139122	0.99651115
chr1_7371179	1	48.72139222	0.996509456
chr1_7371290	1	48.72139322	0.996509456
chr1_7527551	1	48.99052622	0.996479071
chr1_7531301	1	49.68222057	0.996489898
chr1_7531278	1	49.68222157	0.996490023
chr1_7587395	1	50.42012024	1.08720057
chr1_7622370	1	50.82947889	1.50714537
chr1_7746998	1	50.89771264	1.192977785
chr1_7678444	1	50.90272503	1.165356359
chr1_7795722	1	50.93945806	1.267795148
chr1_7850359	1	50.9695375	1.449951336
chr1_7801247	1	50.9695385	1.449953381
chr1_7850501	1	50.9695395	1.449955429
chr1_7850497	1	50.97922694	1.679747789
chr1_7850350	1	50.97922794	1.679737583
chr1_7871233	1	50.97922894	1.679727378
chr1_7874004	1	50.97922994	1.679717173
chr1_7868937	1	50.97923094	1.679706966
chr1_7861997	1	50.97985504	1.673422589
chr1_7957151	1	50.97985604	1.673428392
chr1_7968054	1	51.08453219	1.369183724
chr1_7968110	1	51.13562743	1.157136671
chr1_8018023	1	51.14390122	1.134030188
chr1_8018111	1	51.20607357	1.13399323
chr1_8028022	1	51.34046953	0.853932993
chr1_8221380	1	51.34618911	0.759486105
chr1_8028136	1	51.34619011	0.759483064
chr1_8253830	1	51.3957064	0.612895029
chr1_8253937	1	51.40001448	0.779005632
chr1_8268022	1	51.56235007	0.735022275
chr1_8283753	1	51.74490587	0.394653477
chr1_8313963	1	51.75392063	0.394163156
chr1_8351621	1	51.77967789	0.3935452
chr1_8378779	1	51.99187158	0.393545197
chr1_8378814	1	51.99187258	0.393545197
chr1_8475120	1	53.59261673	0.39359835
chr1_8475128	1	55.82579285	0.381635425
chr1_8475142	1	55.82579385	0.381635425
chr1_8475156	1	58.05896997	0.391205181
chr1_8475191	1	58.05897097	0.391205028
chr1_8475150	1	58.05897197	0.391205028
chr1_8475148	1	58.05897297	0.391205028
chr1_8521067	1	58.37614149	0.409938978
chr1_8519788	1	58.38297144	0.412778993
chr1_8531178	1	58.68463144	0.538038755
chr1_8531240	1	59.33833391	0.494523409
chr1_8566568	1	59.58367482	0.543736633
chr1_8566324	1	59.58367582	0.543739329
chr1_8566334	1	59.58367682	0.543742026
chr1_8566318	1	59.58367782	0.543744722
chr1_8566667	1	59.63034022	0.71133877
chr1_8566678	1	59.63851411	0.522136324
chr1_8597113	1	59.78672177	0.890056507
chr1_8611963	1	60.03296607	1.049923004
chr1_8608607	1	60.04032928	1.055378604
chr1_8668462	1	61.45275405	1.72374012
chr1_8676682	1	62.93298539	1.936746044
chr1_8738260	1	62.94869973	1.938550623
chr1_8748515	1	62.94870073	1.938550731
chr1_8742728	1	62.94870173	1.938550839
chr1_8749509	1	62.94870273	1.938550947
chr1_8831117	1	63.05923473	1.651233831
chr1_8831100	1	63.05923573	1.65123383
chr1_8842082	1	63.13249739	0.788796274
chr1_8839178	1	63.13249839	0.788776228
chr1_8839111	1	63.13249939	0.788756183
chr1_8839095	1	63.13250039	0.788736138
chr1_8839407	1	63.13250139	0.788716093
chr1_8857592	1	63.13250239	0.788696047
chr1_8864239	1	63.15924066	0.433144403
chr1_8864225	1	63.15924166	0.433144403
chr1_9125988	1	63.19215847	0.296741691
chr1_8954041	1	63.19215947	0.296744404
chr1_8927573	1	63.19216047	0.296747109
chr1_9045332	1	63.19564063	0.095092621
chr1_9045262	1	63.19564163	0.095094061
chr1_9010293	1	63.22583605	0.088045491
chr1_9011750	1	63.22583705	0.088045655
chr1_9010648	1	63.22583805	0.088045819
chr1_9203022	1	63.27541112	0.21939643
chr1_9203058	1	63.27541212	0.219395362
chr1_9203027	1	63.27541312	0.219394294
chr1_9203024	1	63.27541412	0.219393226
chr1_9203046	1	63.27541512	0.219392158
chr1_9134484	1	63.47507421	0.04538948
chr1_9203555	1	63.65909039	0.060094352
chr1_9279969	1	64.4183872	0.034295011
chr1_9265980	1	64.4183882	0.033999745
chr1_9203652	1	64.4183892	0.03387067
chr1_9213476	1	64.4183902	0.033870651
chr1_9203611	1	64.4183912	0.033870641
chr1_9283068	1	64.4183922	0.033870631
chr1_9286666	1	64.9894918	0.030739343
chr1_9297045	1	67.22266792	0.048636428
chr1_9298958	1	68.32155237	0.12394619
chr1_9298977	1	68.32399762	0.125709434
chr1_9299000	1	68.32642706	0.0618364
chr1_9299016	1	68.76962288	0.102792305
chr1_9299030	1	68.76962388	0.102792359
chr1_9299041	1	69.35398108	0.206629803
chr1_9299038	1	69.35398208	0.206629793
chr1_9299033	1	69.35398308	0.206710279
chr1_9299043	1	70.50584114	0.1218913
chr1_9299044	1	72.73901726	0.143316707
chr1_9341764	1	72.84536219	0.241203483
chr1_9342943	1	72.84536319	0.24120451
chr1_9365448	1	72.96406089	0.331246523
chr1_9397948	1	73.51418853	0.293198116
chr1_9397930	1	73.51418953	0.293198076
chr1_9397961	1	73.51419053	0.293198047
chr1_9486438	1	74.38703034	0.283468365
chr1_9515100	1	75.05818107	0.70892355
chr1_9530159	1	75.05818207	0.708924859
chr1_9515114	1	75.05818307	0.708947239
